code,name,zone,state,address,latitude,longitude
BDHL,Badhal,NWR,Rajasthan,"Kishangarh Renwal, Rajasthan",75.4516454,27.2520587
KHH,KICHHA,NER,Uttar Pradesh,"Kichha, Uttar Pradesh",79.519746,28.913427000000002
SRKN,Sherekan,NWR,Rajasthan,"MDR 89, Rajasthan",74.43499088287354,29.55519806064484
BKKA,Bhukarka,NWR,Rajasthan,"Bhukarka, Rajasthan",74.75103096105158,29.238227312503696
NHR,Nohar,NWR,Rajasthan,"State Highway 36, Rajasthan",74.77362781763077,29.192562738768984
PRGD,Perungudi,SR,Tamil Nadu,"Chennai, Tamil Nadu",80.231363,12.975217
KNNA,Khinaniyan,NWR,Haryana,"State Highway 23, Haryana",74.7179570607841,29.345637263205944
JKR,JAULKHERA,,,,78.216684,21.838466
BYS,BARSALI,,,,78.03136099999999,21.909813
GW,GIRWAR,,,,78.936311,23.838185999999997
DGD,DANGIDHAR,,,,79.019912,23.871771000000003
DOD,DHODHAR,WR,Madhya Pradesh,"Dhodar, Madhya Pradesh",75.10354600000001,23.770740999999997
GAJ,GANESHGANJ,,,,79.074633,23.895862
JNM,Jayanagar Majilpur Halt,ER,West Bengal,"Jaynagar, West Bengal",88.415324,22.168635
NSD,NASIRABAD,NWR,Rajasthan,"Nasirabad, Rajasthan",74.71699100000001,26.294459999999997
PHA,PATHARIA,,,,79.192899,23.905726
NZB,NIZAMABAD,SCR,Andhra Pradesh,"Nizamabad, Andhra Pradesh",78.103238,18.679164999999998
RJO,RAJENDRA PUL,,,,86.01054599999999,25.387446999999998
ADT,ADUTURAI,SR,Tamil Nadu,"Aduthurai, Tamil Nadu",79.478668,11.009165
KMU,KUMBAKONAM,SR,Tamil Nadu,"Kumbakonam, Tamil Nadu",79.388644,10.952962
MNM,MANAMADURAI JN,SR,Tamil Nadu,"Sivaganga, Tamil Nadu",78.45351,9.681538999999999
GKP,GORAKHPUR JN,,,,83.381499,26.759311
VRM,VARNAMA,,,,73.16928300000001,22.184274000000002
GKC,GORAKHPUR CANT,,,,83.416821,26.750649
ITA,ITOLA,,,,73.156746,22.149889
BTU,BARAUT,NR,Uttar Pradesh,"Baraut, Uttar Pradesh",77.273006,29.09692
MOGA,Moga,NR,Punjab,"Moga, Punjab",75.16846699999999,30.817296
SIOB,SAMAKHIALI JN,,,,70.503394,23.309819
RDK,Rasheedpura Khori,NWR,Rajasthan,"MDR 87, Rajasthan",75.087121,27.713786000000002
PVD,PEDDAVADIAPUDI,,,,80.612645,16.414205000000003
YLM,ELLAMANCHILI,,,,82.85262,17.553652000000003
CHPT,Chatrappatti,,,,77.655113,10.476970999999999
JLD,JARWAL ROAD,,,,81.540406,27.120389
BRJN,BRAJRAJNAGAR,,,,83.923653,21.822718000000002
CLJ,COLONELGANJ,,,,81.69417800000001,27.137698
KTHL,KATHOLA,,,,81.8556626477,27.1465555756
MND,MUNDERWA,,,,82.903373,26.776435
SNSI,SAINAGAR SHIRDI,CR,Maharashtra,"Near New Bus Stand Shirdi Sainagar, Maharashtra",74.4806877,19.780792299999998
DLJ,DHOLA JN,WR,Gujarat,"Dhola, Gujarat",71.738273,21.822549000000002
PGW,PHAGWARA JN,,,,75.7655019775,31.217555749800002
JUP,Jhunpa,?,Rajasthan,"NH 65, Rajasthan",75.521553,28.777449
JSG,JHARSUGUDA JN,,,,84.017427,21.862274
KYW,KARCHHUE,,,,84.20715351199999,26.2311244405
MHRN,MAHENDRANATH,,,,84.509909,26.000739
TKVR,TAPPA KHAJURIAY,,,,84.688889,25.807401000000002
DPI,DODDAMPATTI,,,,78.42225009,12.18134581
AQG,ASHAPURA GOMAT,NWR,Rajasthan,"National Highway 15, Rajasthan",71.892665,26.950232
NEA,NEYKKARAPATTI,,,,78.09669699999999,11.612765
GRL,GORAUL,,,,85.318477,25.931048999999998
KHI,KURHANI,,,,85.339288,25.979631
VNJ,TIRUPPUR VANJIPALAYAM,,,,77.26580200000001,11.117790999999999
CBF,COIMBATORE NORTH,,,,76.954304,11.019937
UMB,AMBALA CANT JN,,,,76.826966,30.338918
SRO,SIRATHU,,,,81.31786,25.650642
SJT,SHUJAATPUR,,,,81.401934,25.605607000000003
BDNP,BIDANPUR,,,,81.44201699999999,25.585017
MTPC,MOTIPURA CHAUKI,WCR,Rajasthan,"Motipura, Rajasthan",77.04829951629999,24.6093382288
HTZ,HATHIDAH JN,,,,85.987826,25.367027
DDNI,DUDHNOI,NFR,Assam,"Dudhnoi Railway Station, Assam",90.76188,26.001459
RDE,RUNDHI,,,,77.350991,28.067751
IJ,ITAUNJA,NER,Uttar Pradesh,"Itaunja, Uttar Pradesh",80.89123400000001,27.081066999999997
RMX,Ramsar,NWR,Rajasthan,"Barmer, Rajasthan",70.866078,25.722252
PBE,PILIBHIT JN,NER,Uttar Pradesh,"Pilibhit, Uttar Pradesh",79.813946,28.614977999999997
RMB,Rampura Beri,NWR,Rajasthan,"Rampura Bhal, Rajasthan",75.64547982849999,28.5301320576
MGS,MUGHAL SARAI JN,,,,83.11925000000001,25.278149
RSWT,Ramgarh Shekhawati,NWR,Rajasthan,"Ramgarh, Rajasthan",74.993046,28.169397
BKNA,BAKAINA HALT,,,,78.27473099999999,29.035800000000002
HBD,HOSHANGABAD,,,,77.715594,22.75274
ANA,ASLANA,,,,79.319493,23.860522
BNI,BUDNI,,,,77.6812826,22.7871143
DMGN,DHAMALGAON,NFR,Assam,"A T Rd, Assam",94.85656900000001,27.325566
LKPL,LAKDIKAPUL,SCR,Andhra Pradesh,"Hyderabad, Andhra Pradesh",78.463527,17.404048000000003
BRUD,BARUD,WCR,Madhya Pradesh,"Khandwa, Madhya Pradesh",76.814085,22.052142
DVL,DEVLALI,,,,73.83729,19.897509
JRTR,Jurtara,,,,79.76127199999999,22.253004999999998
REWA,REWA,WCR,Madhya Pradesh,"Rewa, Madhya Pradesh",81.250615,24.537122
DOK,DHOLKA,WR,Gujarat,"Bagodara Dholka, Gujarat",72.433842,22.731982
NDR,NANDESARI,,,,73.0952734283,22.418331636999998
MYG,MIYAGAM KARJAN,,,,73.120353,22.050722
MBA,MAHOBA,NCR,Uttar Pradesh,"Junction Point - Khajuraho, Uttar Pradesh",79.849079,25.306914
JGZ,Jamgaon,SECR,Madhya Pradesh,"Bamhani, Madhya Pradesh",80.198945,22.418426
BHKH,BAGHOI KUSA,,,,84.46243313289999,24.8399006513
NOLI,NOLI,NR,Uttar Pradesh,"Ghaziabad, Uttar Pradesh",77.31077099999999,28.746571
SUJR,SUJRA,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.26134099999999,29.012729
AMOD,Amod,WR,Gujarat,"Amod, Gujarat",72.86546467803419,21.990791167399735
LKD,LAKODARA,,,,73.09899399999999,21.991872
VKL,Vankal,WR,Gujarat,"SH 166, Gujarat",73.23136643506587,21.439673931772646
BY,BYCULLA,CR,Maharashtra,"Mumbai, Maharashtra",72.833211,18.97695
BNR,BHAGWANPUR,,,,85.30109021000001,25.858316719999998
KTY,Kotturu,SWR,Tamil Nadu,"Kothur Rd, Tamil Nadu",76.21354088187218,14.826788325296278
BLMR,Bhalukmara,NFR,Assam,"Bhalukmara, Assam",94.143709,26.685532
ANJ,Anjangaon,CR,Maharashtra,"Anjangaon, Maharashtra",77.31896504759789,21.163199753077336
DEB,Debagram,ER,West Bengal,"Debagram, West Bengal",88.306807,23.685277
ELP,Achalpur,CR,Maharashtra,"Dist. Amravati, Maharashtra",77.51926277764142,21.27760302246017
BTY,Bethuadahari,ER,West Bengal,"Bethuadahari, West Bengal",88.384597,23.610275
WARUD,Warud,CR,Maharashtra,"Wardha, Maharashtra",78.65141943097115,20.74690547756532
VLKN,Velankanni,?,Tamil Nadu,"Velankanni, Tamil Nadu",79.84618068672717,10.686877168293023
PCU,PUTLACHERUVU,SCR,Andhra Pradesh,"Putlacheruvu, Andhra Pradesh",81.112395,16.484823
BNPT,BENNIPATTI PIRAPUR,,,,85.3090478906,25.892949366
JM,JALAMB JN,,,,76.573236,20.813007000000002
GPJ,Gorapur,ECoR,Andhra Pradesh,"Jeypore Rd, Andhra Pradesh",82.79406,18.346936
ABEO,Pattaravakkam,SR,,,80.16618146561086,13.114499981582952
SEG,SHEGAON,,,,76.690331,20.801724
GDU,Gudru Halt,SECR,Madhya Pradesh,"Lamta, Madhya Pradesh",80.1163395764,22.2718946035
BGNA,Balgona,ER,West Bengal,"Balgona, West Bengal",87.95045644976199,23.458049719226736
KLNP,Kalinarayanpur,ER,West Bengal,"Ranaghat-Bagula Bypass, West Bengal",88.573216,23.206506
NGZ,S K NAGJIHARI,,,,76.755353,20.761640999999997
PS,PARAS,,,,76.815865,20.724519
BRDB,Barda,SER,West Bengal,"Sutahata, West Bengal",88.08753041,22.15295838
GAO,GAIGAON,,,,76.890093,20.720684
RRL,REWRAL,,,,79.468096,21.261121
KHAT,KHAT,,,,79.550792,21.242242
BRD,BHANDARA ROAD,,,,79.64752299999999,21.238512
KOKA,KOKA,,,,79.71240900000001,21.263021
DAO,DAGHORA,,,,83.678086,21.857535000000002
HGR,HEMAGIRI,,,,83.742815,21.876503999999997
NIR,Nainpur Junction,SECR,Madhya Pradesh,"Nainpur, Madhya Pradesh",80.108853,22.425676
NCH,NAKACHARI,NFR,Assam,"Mariani, Assam",94.3939129431,26.7081333353
APDJ,ALIPUR DUAR JN,NFR,West Bengal,"03564-255091, West Bengal",89.534048,26.523279
BRE,BHARWARI,,,,81.4918665,25.5591917
JTK,Jhitkia,NFR,West Bengal,"National Highway 34, West Bengal",88.05297200000001,25.626133
MNJ,MANOHARGANJ,,,,81.55907499999999,25.524992
SYWN,SAIYID SARAWAN,,,,81.613788,25.494982
MRE,MANAURI,,,,81.662491,25.470171
BMU,BAMHRAULI,,,,81.741641,25.44494
SFG,SUBEDARGANJ,,,,81.789897,25.439879
KLX,KOLAKALUR,,,,80.627521,16.295185999999998
CLVR,CHILUVUR,,,,80.61690800000001,16.379558
KVR,KOVVUR,,,,81.726495,17.007084
GVN,GODAVARI,,,,81.77083,17.007707
KJKD,KANJIKODE,,,,76.75531600000001,10.800919
SNKR,Sanka,SER,West Bengal,"Garh Dhrubeswar, West Bengal",86.616164,23.52693
VNK,Binaiki,SECR,Madhya Pradesh,"Binaiki Railway Station, Madhya Pradesh",79.902424,22.72003
GCN,Gocharan,ER,West Bengal,"Gocharan, West Bengal",88.45836999999999,22.277738
SEY,Seoni,SECR,Madhya Pradesh,"Seoni, Madhya Pradesh",79.545769,22.075431
SDMD,Sudamdih,SER,West Bengal,"Jairampur More to Baliapur, West Bengal",86.44032,23.654478
BJU,BARAUNI JN,,,,85.988748,25.461768000000003
DMO,DAMOH,,,,79.432246,23.836693
ADD,ADAS ROAD,,,,73.0346944543,22.486628078200003
CLC,Chalala,WR,Gujarat,"Chalala, Gujarat",71.16224249999999,21.4155588
RNO,RANOLI,,,,73.1122662115,22.405252095399998
HP,HARIPUR,NWR,Rajasthan,"Pali, Rajasthan",74.024928,26.012397
KUGT,Kumarghat,NFR,Tripura,"Kumarghat, Tripura",92.0348331158,24.1506303119
AWB,AURANGABAD,SCR,Maharashtra,"Aurangabad, Maharashtra",75.31064599999999,19.859276
BNL,BEVINAHALU,SCR,Andhra Pradesh,"Rayalaseema Region, Andhra Pradesh",77.21298975,15.16697376
SMNH,SOMNATH,WR,Gujarat,"Somnath, Gujarat",70.408254,20.896131999999998
CUPJ,CUDDALORE PORT,SR,Tamil Nadu,"Cuddalore Township, Tamil Nadu",79.766287,11.715119
PLJ,PALEJ,,,,73.072387,21.921578
GOLE,GOLE,NWR,Rajasthan,"National Highway 112, Rajasthan",72.00004,25.891938
TRO,TIRORA,,,,79.91803499999999,21.415039
JMG,JAMGA,,,,83.564842,21.874971000000002
AHLR,AHALYAPUR,,,,83.824844,26.468381
TEL,TENALI JN,,,,80.640413,16.242409000000002
TAT,Tummanamgutta,SCR,Andhra Pradesh,"Chennai - Anantpur Rd, Andhra Pradesh",78.37926300000001,13.707414
CU,CHAGALLU,,,,81.690558,16.965076999999997
PSDA,PASIVEDALA,,,,81.700939,16.99331
MBGA,Marwar Bagra,NWR,Rajasthan,"SH 31, Rajasthan",72.59376099999999,25.208689
JNE,JANIYANA,NWR,Rajasthan,"State Highway 68, Rajasthan",72.336284,25.827638
SMR,SAMDHARI JN,NWR,Rajasthan,"Barmer, Rajasthan",72.57300699999999,25.837202
SUT,SUTLANA,NWR,Rajasthan,"Dundara, Rajasthan",72.951414,25.970783
PBR,PORBANDAR,WR,Gujarat,"Porbandar, Gujarat",69.615506,21.643597999999997
CKVD,Chikkandawadi,SWR,Karnataka,"Chikkandawadi, Karnataka",76.2025684888,14.137920273699999
BHG,Bhaton Ki Gali,NWR,Rajasthan,"Chomun, Rajasthan",75.712919,27.105646
HMO,Hanumangarh Town,NWR,Rajasthan,"Hanumangarh, Rajasthan",74.33120188303292,29.574220545495677
SANR,SARDARNAGAR,,,,83.494054,26.700858999999998
GRD,Giridih,ER,Jharkhand,"Giridih, Jharkhand",86.3146452,24.182255899999998
CC,CHAURI CHAURA,,,,83.545894,26.673882
KMPT,KOMATIPALLI,,,,79.5158922174,18.023547297
HSP,HASANPARTHI RD,,,,79.50184999999999,18.078262
GGY,Gagariya,NWR,Rajasthan,"State Highway 40, Rajasthan",70.734877,25.741083
NNPR,NONAPAR,,,,83.969786,26.353209
MW,MAIRWA,,,,84.151979,26.240309
KUY,TIRUPPUR KULIPALAYAM,,,,77.3893135876,11.1440279246
PLL,PARLI,,,,76.559421,10.800415
AGTL,Agartala,NFR,Tripura,"Agartala, Tripura",91.278481,23.792417
MNY,MANKARAI,,,,76.500232,10.771526
LDY,LAKKITI,,,,76.434467,10.753217
PLPM,PALAPPURAM,,,,76.398385813,10.7525187905
OTP,OTTAPPALAM,,,,76.377993,10.770046
MNUR,MANNANUR,,,,76.323555,10.749322
ZRDE,JIRADEI,,,,84.256142,26.220819
SV,SIWAN JN,,,,84.359267,26.210724000000003
PCK,PACHRUKHI,,,,84.415667,26.162627999999998
DDA,DURAUNDHA JN,,,,84.45894600000001,26.086973
CW,CHAINWA,,,,84.49649600000001,26.022117
POK,POKRAN,NWR,Rajasthan,"National Highway 15, Rajasthan",71.923129,26.930571
OCH,ODHANIYA CHACHA,NWR,Rajasthan,"National Highway 15, Rajasthan",71.718687,26.972848
EKMA,EKMA,,,,84.53637,25.967099
DDP,DAUDPUR,,,,84.591425,25.90709
KPS,KOPA SAMHOTA,,,,84.65281399999999,25.851866
BTHL,BITHAULI,,,,85.29179,25.817069
GB,GAURI BAZAR,,,,83.667801,26.594934000000002
BALR,BAITALPUR,,,,83.7385572,26.5526634
DEOS,DEORIA SADAR,,,,83.7819590961,26.5076811676
NRA,NUNKHAR,,,,83.880179,26.425483
AGMN,Agomoni,,,,89.786242,26.225947
BND,BHANDUP,,,,72.93723505,19.14200998
ASR,AMRITSAR JN,,,,74.858025,31.631511999999997
MUC,MULLURKARA,,,,76.271415,10.705843
WKI,WADAKANCHERI,,,,76.237041,10.648956
SOG,SURATGARH JN,NWR,Rajasthan,"National Highway 15, Rajasthan",73.90724800000001,29.324152
SNV,Sondad,SECR,Maharashtra,"National Highway 6, Maharashtra",80.094149,21.079845
QMRS,Kayamsar,NWR,Rajasthan,"State Highway 41, Rajasthan",75.000562,28.125576
AYB,Aliyabad,SWR,Karnataka,"Bijapur, Karnataka",75.758306,16.878268000000002
MBF,Munabao,NWR,Rajasthan,"Barmer, Rajasthan",70.276543,25.742614
CLDR,Chilikidara,ECoR,Orissa,"Orissa, Orissa",85.827112,21.243022
KLYT,Kolayat,NWR,Rajasthan,"Kolayat, Rajasthan",72.95507400000001,27.835319
CLD,CHALSA JN,NFR,West Bengal,"Chalsa, West Bengal",88.798213,26.882215
CRX,CARRON,NFR,West Bengal,"National Highway 31C, West Bengal",88.9704,26.880279
ETF,ITARSI F CABIN,,,,77.774856,22.61521
CNPI,Chandanpahari,ER,Jharkhand,"Chandanpahari, Jharkhand",86.953082,24.404224
MIG,MIDGHAT,,,,77.647526,22.828141000000002
BNU,BANDAKPUR,,,,79.575956,23.848205999999998
COD,Chhota Gudha,NWR,Rajasthan,"Ringas, Rajasthan",75.599508,27.293803
CHQ,CHOKA,,,,77.638968,22.864326000000002
MB,MORADABAD,,,,78.765801,28.831621000000002
IRA,ISRANA,NR,Haryana,"Israna, Haryana",76.85285999999999,29.291379
KRCA,KARACHIYA YARD,,,,73.132981,22.380046
BJW,BAJVA,,,,73.1431251,22.3662226
CLN,KOLLIDAM,SR,Tamil Nadu,"Vallampadugai, Tamil Nadu",79.718347,11.332713
CNA,CHANDERIYA,WR,Rajasthan,"Chittorgarh, Rajasthan",74.629979,24.939557999999998
CRC,CHARKHARI ROAD,NCR,Uttar Pradesh,"Charkhari, Uttar Pradesh",79.74565299999999,25.307555999999998
BTT,BHATNI JN,,,,83.934035,26.381257
CSZ,Cossimbazar,ER,West Bengal,"Berhampore, West Bengal",88.266903,24.122264
VRE,VAREDIYA,,,,73.048979,21.85838
NIU,NABIPUR,,,,73.030592,21.807541
CVJ,CHAVAJ,,,,73.010489,21.753134000000003
AKV,ANKLESHWAR JN,,,,73.000633,21.623889
CNE,CHANDRANATHPUR,NFR,Assam,"National Highway 54, Assam",92.71665800000001,24.984962
PAO,PANOLI,,,,72.978371,21.535197
CNL,CHANDAWAL,NWR,Rajasthan,"Pali, Rajasthan",73.86881457700001,25.946542716
BFY,BHESANA,NWR,Rajasthan,"Marwar, Rajasthan",73.7180903,25.82438
HAT,HATHURAN,,,,72.969512,21.501091000000002
COL,Coromandel,SWR,Karnataka,"KGF, Karnataka",78.257278,12.97518
KDSD,KUDSAD,,,,72.91647999999999,21.37682
SYN,SAYAN,,,,72.890287,21.317203
MQP,Makrandpur,NER,Uttar Pradesh,"Aonla- Bareilly Link Rd, Uttar Pradesh",79.290097,28.213407
GTX,GOTHANGAM,,,,72.880104,21.294043
MGK,MULANGUNNATHUKAVU,,,,76.207809,10.596938999999999
CNKP,CHANAKYAPURI,NR,Delhi NCT,"Chanakyapuri, Delhi NCT",77.172004,28.591905
URN,UTRAN,,,,72.85479600000001,21.232602
ST,SURAT,,,,72.840793,21.206568
UDN,UDHNA JN,,,,72.851461,21.171156
VRU,VALIVERU,,,,80.605456,16.188934
MRPL,MARAMPALLI,,,,81.63387399999999,16.843925
NDD,NIDADAVOLU JN,,,,81.67550399999999,16.898297
GDM,GUDMA,,,,80.287678,21.416128
BEF,BHUPDEOPUR,,,,83.25998102000001,21.975035039999998
RIG,RAIGARH,,,,83.39067,21.891288999999997
KRL,KOTARLIA,,,,83.482238,21.883182
CTND,Chettinad,SR,Tamil Nadu,"Kanadukathan, Tamil Nadu",78.775924,10.160613
SEPR,SHERPUR,NR,Uttar Pradesh,"State Highway 51, Uttar Pradesh",78.25287,28.919358
NVS,NAVSARI,WR,Gujarat,"Navsari, Gujarat",72.914294,20.946851
JBD,Jalalabad,NR,Punjab,"Jalalabad, Punjab",74.268446,30.60775
DDM,DAM DIM,NFR,West Bengal,"National Highway 31, West Bengal",88.67133299999999,26.859243000000003
COE,CHITROD,WR,Gujarat,"Kutch, Gujarat",70.655356,23.417869
COM,Chomun Samod,NWR,Rajasthan,"Chomun, Rajasthan",75.70272,27.158223
DKT,DHULKOT,NR,Haryana,"Ambala City, Haryana",76.78753499999999,30.395686
KUW,KANWAR,,,,81.21464405030001,25.7036520692
CDMR,CHANDAULI MJHWR,,,,83.267724,25.261093
KGA,KHAGA,,,,81.102658,25.761853
KTCE,KATOGHAN,,,,81.16560600000001,25.730035
ASCE,ATHSARAI,,,,81.2620300824,25.678728805000002
CRLM,Carmelaram,SWR,Karnataka,"Bengaluru, Karnataka",77.706014,12.907633
CNR,CHANDAR,SWR,Goa,"CHANRA (chandor), Goa",74.047794,15.264834
CMDP,Chimidipalli,ECoR,Andhra Pradesh,"Borra, Andhra Pradesh",83.07686199999999,18.262764
BDL,VINDHYACHAL,,,,82.5020212,25.160771699999998
TSA,TISUA,,,,79.58628900000001,28.136577
TAS,Thasra,WR,Gujarat,"National Highway 59, Gujarat",73.221682,22.797769
GHT,GHAGHARA GHAT,,,,81.5033135022,27.1026834977
BV,BABHNAN,,,,82.500127,26.938525000000002
CLW,Chilwariya,NER,Uttar Pradesh,"Bahraich, Uttar Pradesh",81.69873199999999,27.487001000000003
GAUR,GAUR,,,,82.56115799999999,26.913411
TH,TINICH,,,,82.639707,26.882281000000003
BHTR,BHATPAR RANI,,,,84.03310139999999,26.3104766
TUR,TURKI,,,,85.354709,26.034431
RD,RAM DAYALU NAGAR,,,,85.38359600000001,26.097367
BTO,BHITAURA,,,,79.306506,28.469954
PKRA,PARSA KHERA,,,,79.34185199999999,28.433371
CHTI,CHANETI,,,,79.42916573,28.3087958495
BLPU,BILPUR,,,,79.62578099999999,28.083668
MK,MIRANPUR KATRA,,,,79.674809,28.03708
MILA,MILAKPUR HALT,,,,79.71796182739999,27.988261374
TLH,TILHAR,,,,79.741776,27.972984
CQL,CHIRAKKAL,SR,Kerala,"Kannur district, Kerala",75.353696,11.911049
PNQ,PUNKUNNAM,,,,76.20943,10.535053999999999
TCR,THRISUR,,,,76.207919,10.514790000000001
CMNR,CHAMARAJANAGAR,SWR,Karnataka,"Chamarajnagar, Karnataka",76.932807,11.934891
CMJ,CHAMARAJAPURAM,SWR,Karnataka,"Mysore, Karnataka",76.637861,12.29844
BKA,BARKHERA,,,,77.649646,22.917359
ODG,OBAIDULLA GANJ,,,,77.587299,22.994912
ACL,ANCHELI,WR,Gujarat,"Navsari, Gujarat",72.944978,20.845167
CVR,CHORVAD ROAD,WR,Gujarat,"Gadu, Gujarat",70.290734,21.055196000000002
CTH,CHIKALTHANA,SCR,Maharashtra,"Aurangabad, Maharashtra",75.402851,19.859565
BTKD,BHARATKUND,NR,Uttar Pradesh,"Bikapur, Uttar Pradesh",82.12739309999999,26.6360965
DHW,Dhariwal,NR,Punjab,"Dhariwal, Punjab",75.32156499999999,31.949113
SAI,SARAI,,,,85.27660900000001,25.779962
CPE,Chandiposi,SER,Orissa,"National Highway 23, Orissa",84.915988,22.068676999999997
CRU,CHUDAWA,SCR,Maharashtra,"Hingoli, Maharashtra",77.1169303369,19.1803282622
DBB,DHUBRI,NFR,Assam,"Dhubri, Assam",89.977952,26.023137000000002
PNP,PANIPAT JN,,,,76.96379300000001,29.388948
CPS,CHANDPUR SIAU HALT,NR,Uttar Pradesh,"Chandpur, Uttar Pradesh",78.27585499999999,29.13201
CX,CHANOL,WR,Gujarat,"State Highway 25, Gujarat",70.53884199999999,22.427916
CSR,CHAK SIKANDAR,ECR,Bihar,"Chak Sikander, Bihar",85.365246145,25.6767202377
CRQ,Charpokhari Halt,ECR,Bihar,"Charpokhari, Bihar",84.487603186,25.3615157718
VNA,VARANGAON,,,,75.9006577881,21.0097131944
DAG,DHANG,ECR,Bihar,"Bhang, Bihar",85.353298,26.7174
CRW,Charaud,NWR,Haryana,"National Highway 65, Haryana",75.6466632,29.0094584
BTL,BORTALAO,,,,80.626207,21.218301
KHS,KHARSIA,,,,83.102414,21.99178
ROB,ROBERTSON,,,,83.182508,21.988744
CPK,CHAPARMUKH JN,NFR,Assam,"Chaparmukh, Assam",92.511718,26.202272
CTW,Chhintanwala,NR,Punjab,"Sherpur Sodhian Link Rd, Punjab",76.014229,30.365958000000003
CTA,Chitradurg,SWR,Karnataka,"Chitradurga, Karnataka",76.386431,14.231154
MDKU,MODUKURU,,,,80.58380799999999,16.124988000000002
TSR,TSUNDURU,,,,80.58648699999999,16.157497
NBM,NAVABPALEM,,,,81.606702,16.831606
NMBR,N MAYURBHANJ ROAD,,,,87.038724,21.666901
BTS,BASTA,,,,87.0637831,21.7029241
CTD,Chhota Udepur,WR,Gujarat,"Vadodara, Gujarat",74.014286,22.314788
DBY,Digboi,NFR,Assam,"Tinsukia, Assam",95.61698200000001,27.383483
CWI,CHONDI,SCR,Maharashtra,"Parbhani, Maharashtra",77.1556666229,19.430619765
CSDR,CHANNASANDRA,SWR,Karnataka,"Bengaluru, Karnataka",77.6629705685,13.010940720799999
PGT,PALAKKAD,,,,76.641926,10.802091
MNHA,Mindha,NWR,Rajasthan,"Minda to Mandha Bhimsingh Rd, Rajasthan",75.33241,27.112061
DBO,DABHODA,WR,Gujarat,"Dabhoda, Gujarat",72.748038,23.168331000000002
DABN,DHABAN,NWR,Rajasthan,"Sangaria, Rajasthan",74.54288000000001,29.859997
DBI,DABLI RATHAN,NWR,Rajasthan,"Hanumangarh, Rajasthan",74.19093000000001,29.542416
SID,SIDDHPUR,WR,Gujarat,"State Highway 41, Gujarat",72.367959,23.918067
ARGD,ARIGADA,ECR,,,85.466475,23.643461000000002
CTJ,CHHATAINI,WCR,Madhya Pradesh,"Awasthi Sadan Rd, Madhya Pradesh",81.287323,23.994088
KTKD,KATANGI KHURD,WCR,Madhya Pradesh,"State Highway 10, Madhya Pradesh",80.48673398129999,23.7758696073
CRL,Choral,WR,Madhya Pradesh,"SH 27, Madhya Pradesh",75.94413499999999,22.450677
ABSA,Ambassa,NFR,Tripura,"Ambassa, Tripura",91.860783,23.930507
NVP,Navalpura,,,,73.19955399999999,23.289155
DBKA,Dabka,SCR,Madhya Pradesh,"Amlakhurd, Madhya Pradesh",76.720809,21.361353
CQR,Champapukur,ER,West Bengal,"Kholapota, West Bengal",88.80796000000001,22.656633999999997
NDAZ,NAYA AZADPUR,,,,77.166876,28.714564
ANDI,ADARSH NAGAR DELHI,,,,77.16670699999999,28.714205
CUR,Churu,NWR,Rajasthan,"Churu, Rajasthan",74.966203,28.288281
BHD,BADLI,,,,77.1377425,28.746799999999997
KHKN,KHERA KALAN,,,,77.115838,28.769717999999997
HUK,HOLAMBI KALAN,,,,77.102334,28.801187
NUR,NARELA,,,,77.085727,28.846886
CWA,Chhindwara Junction,SECR,Madhya Pradesh,"Chhindwara, Madhya Pradesh",78.953212,22.058201
RDDE,RATHDHANA,,,,77.05914800000001,28.904132
CTPE,Chandanattop Halt,SR,Kerala,"Kilikkollur, Kerala",76.64532,8.932478000000001
HNN,HARANA KALAN,,,,77.039135,28.945425
SNP,SONIPAT,,,,77.017343,28.989423000000002
SLKN,SANDAL KALAN,,,,77.012589,29.063432000000002
RUG,RAJLU GARHI,,,,77.012109,29.090744
GNU,GANAUR,,,,77.01074999999999,29.130776
BDMJ,BHODWAL MAJRI,,,,77.0082364,29.1852092
SMK,SAMALKHA,,,,77.003034,29.240172
DWNA,DIWANA,,,,76.980194,29.318564
BBDE,BABARPUR,,,,76.966178,29.449652
KFU,KOHAND,,,,76.968758,29.494782
GRA,GHARAUNDA,,,,76.96575000000001,29.541636
BZJT,BAZIDA JATAN,,,,76.965812,29.613391
KUN,KARNAL,,,,76.969821,29.694566000000002
BZK,BHAINI KHURD,,,,76.95536200000001,29.751544
TRR,TARAORI,,,,76.93858,29.797906
NLKR,NILOKHERI,,,,76.925491,29.831492
KKDE,KURUKSHETRA JN,,,,76.852795,29.969440000000002
DAVM,DHANUVACHAPURAM,SR,Kerala,"Dhanuvachapuram, Kerala",77.124352,8.378802
CTS,CHATTRIPUT,ECoR,Orissa,"Jeypore, Orissa",82.590027,18.922722
DAVJ,D.A.V.C.H. JALANDHAR,NR,Punjab,"Jalandhar, Punjab",75.56132,31.346977000000003
DLPI,INDRAPURI,NR,Delhi NCT,"Delhi Cantonment, Delhi NCT",77.14358825779999,28.628342466499998
GRG,Guwarighat,SECR,Madhya Pradesh,"Gwarighat, Madhya Pradesh",79.92761300000001,23.110295
DSJ,DELHI SAFDARJUNG,NR,Delhi NCT,"Netaji Nagar, Delhi NCT",77.186969,28.582121
DHRN,DHURANA,NR,Haryana,"Panipat, Haryana",76.803295,29.253606
